A0A0H2VCA1	PGA_scaffold53906__1_contigs__length_4067:460-2508	GO:0009279; GO:0009405; GO:0009986; GO:0016021
Q24117	PGA_scaffold6__104_contigs__length_61759565:42022890-42023163	GO:0000132; GO:0003774; GO:0005737; GO:0005814; GO:0005868; GO:0005874; GO:0006914; GO:0007018; GO:0007283; GO:0007290; GO:0007291; GO:0007476; GO:0008092; GO:0008407; GO:0010970; GO:0022416; GO:0030286; GO:0034454; GO:0035071; GO:0035220; GO:0042623; GO:0042803; GO:0043234; GO:0045505; GO:0048477; GO:0051017; GO:0051959; GO:0060271; GO:0097718; GO:1904801; GO:2000582
Q24143	PGA_scaffold12__71_contigs__length_50438331:25137197-25148427	GO:0000977; GO:0004879; GO:0005634; GO:0006351; GO:0006357; GO:0008270; GO:0010906; GO:0042594; GO:0042632; GO:0043401; GO:0070328; GO:0070873
Q24143	PGA_scaffold12__71_contigs__length_50438331:26744144-26768190	GO:0000977; GO:0004879; GO:0005634; GO:0006351; GO:0006357; GO:0008270; GO:0010906; GO:0042594; GO:0042632; GO:0043401; GO:0070328; GO:0070873
Q24143	PGA_scaffold313632__1_contigs__length_455018:432255-434285	GO:0000977; GO:0004879; GO:0005634; GO:0006351; GO:0006357; GO:0008270; GO:0010906; GO:0042594; GO:0042632; GO:0043401; GO:0070328; GO:0070873
Q24306	PGA_scaffold3100__1_contigs__length_1131:267-1027	GO:0000209; GO:0004842; GO:0004869; GO:0005634; GO:0005737; GO:0006915; GO:0007275; GO:0007283; GO:0007289; GO:0007298; GO:0007423; GO:0008270; GO:0008354; GO:0016055; GO:0031398; GO:0031624; GO:0031625; GO:0042787; GO:0043027; GO:0043066; GO:0043154; GO:0044390; GO:0045035; GO:0045116; GO:0046673; GO:0048800; GO:0051865; GO:0061630; GO:0061663; GO:0070936; GO:0089720; GO:0090263; GO:0097340; GO:1990001; GO:1990381; GO:2001271
Q24307	PGA_scaffold3__111_contigs__length_57743597:38428075-38460084	GO:0005634; GO:0006964; GO:0007423; GO:0008270; GO:0009966; GO:0016567; GO:0016874; GO:0031625; GO:0033160; GO:0042787; GO:0043027; GO:0043066; GO:0043154; GO:0043281; GO:0045087; GO:0048471; GO:0050829; GO:0061057; GO:0061630; GO:0070534; GO:0070936; GO:0089720; GO:1990001
Q24307	PGA_scaffold3__111_contigs__length_57743597:38470357-38473685	GO:0005634; GO:0006964; GO:0007423; GO:0008270; GO:0009966; GO:0016567; GO:0016874; GO:0031625; GO:0033160; GO:0042787; GO:0043027; GO:0043066; GO:0043154; GO:0043281; GO:0045087; GO:0048471; GO:0050829; GO:0061057; GO:0061630; GO:0070534; GO:0070936; GO:0089720; GO:1990001
Q24307	PGA_scaffold3__111_contigs__length_57743597:38549968-38553303	GO:0005634; GO:0006964; GO:0007423; GO:0008270; GO:0009966; GO:0016567; GO:0016874; GO:0031625; GO:0033160; GO:0042787; GO:0043027; GO:0043066; GO:0043154; GO:0043281; GO:0045087; GO:0048471; GO:0050829; GO:0061057; GO:0061630; GO:0070534; GO:0070936; GO:0089720; GO:1990001
Q24307	PGA_scaffold52211__1_contigs__length_36968:34060-36944	GO:0005634; GO:0006964; GO:0007423; GO:0008270; GO:0009966; GO:0016567; GO:0016874; GO:0031625; GO:0033160; GO:0042787; GO:0043027; GO:0043066; GO:0043154; GO:0043281; GO:0045087; GO:0048471; GO:0050829; GO:0061057; GO:0061630; GO:0070534; GO:0070936; GO:0089720; GO:1990001
Q24320	PGA_scaffold3__111_contigs__length_57743597:6586031-6586814	GO:0003677; GO:0003899; GO:0005665; GO:0005666; GO:0005736; GO:0006360; GO:0006366; GO:0006383; GO:0007095
Q24352	PGA_scaffold161828__1_contigs__length_4144:2313-4112	GO:0004890; GO:0005261; GO:0005886; GO:0006811; GO:0015276; GO:0016021; GO:0016933; GO:0022851; GO:0030054; GO:0034707; GO:0045211
Q24352	PGA_scaffold161829__1_contigs__length_4087:2257-4055	GO:0004890; GO:0005261; GO:0005886; GO:0006811; GO:0015276; GO:0016021; GO:0016933; GO:0022851; GO:0030054; GO:0034707; GO:0045211
Q24352	PGA_scaffold161831__1_contigs__length_4144:32-1831	GO:0004890; GO:0005261; GO:0005886; GO:0006811; GO:0015276; GO:0016021; GO:0016933; GO:0022851; GO:0030054; GO:0034707; GO:0045211
Q24352	PGA_scaffold161832__1_contigs__length_4087:32-1830	GO:0004890; GO:0005261; GO:0005886; GO:0006811; GO:0015276; GO:0016021; GO:0016933; GO:0022851; GO:0030054; GO:0034707; GO:0045211
Q24352	PGA_scaffold182905__1_contigs__length_4144:2313-4112	GO:0004890; GO:0005261; GO:0005886; GO:0006811; GO:0015276; GO:0016021; GO:0016933; GO:0022851; GO:0030054; GO:0034707; GO:0045211
Q24352	PGA_scaffold182906__1_contigs__length_4087:2257-4055	GO:0004890; GO:0005261; GO:0005886; GO:0006811; GO:0015276; GO:0016021; GO:0016933; GO:0022851; GO:0030054; GO:0034707; GO:0045211
Q24352	PGA_scaffold182908__1_contigs__length_4144:32-1831	GO:0004890; GO:0005261; GO:0005886; GO:0006811; GO:0015276; GO:0016021; GO:0016933; GO:0022851; GO:0030054; GO:0034707; GO:0045211
Q24352	PGA_scaffold182909__1_contigs__length_4087:32-1830	GO:0004890; GO:0005261; GO:0005886; GO:0006811; GO:0015276; GO:0016021; GO:0016933; GO:0022851; GO:0030054; GO:0034707; GO:0045211
Q24352	PGA_scaffold234276__1_contigs__length_2315:518-2245	GO:0004890; GO:0005261; GO:0005886; GO:0006811; GO:0015276; GO:0016021; GO:0016933; GO:0022851; GO:0030054; GO:0034707; GO:0045211
Q24352	PGA_scaffold234277__1_contigs__length_2293:537-2261	GO:0004890; GO:0005261; GO:0005886; GO:0006811; GO:0015276; GO:0016021; GO:0016933; GO:0022851; GO:0030054; GO:0034707; GO:0045211
Q24352	PGA_scaffold234278__1_contigs__length_2315:70-1797	GO:0004890; GO:0005261; GO:0005886; GO:0006811; GO:0015276; GO:0016021; GO:0016933; GO:0022851; GO:0030054; GO:0034707; GO:0045211
Q24352	PGA_scaffold234279__1_contigs__length_2293:32-1756	GO:0004890; GO:0005261; GO:0005886; GO:0006811; GO:0015276; GO:0016021; GO:0016933; GO:0022851; GO:0030054; GO:0034707; GO:0045211
Q24352	PGA_scaffold242704__1_contigs__length_2315:518-2245	GO:0004890; GO:0005261; GO:0005886; GO:0006811; GO:0015276; GO:0016021; GO:0016933; GO:0022851; GO:0030054; GO:0034707; GO:0045211
Q24352	PGA_scaffold242705__1_contigs__length_2293:537-2261	GO:0004890; GO:0005261; GO:0005886; GO:0006811; GO:0015276; GO:0016021; GO:0016933; GO:0022851; GO:0030054; GO:0034707; GO:0045211
Q24352	PGA_scaffold242706__1_contigs__length_2315:70-1797	GO:0004890; GO:0005261; GO:0005886; GO:0006811; GO:0015276; GO:0016021; GO:0016933; GO:0022851; GO:0030054; GO:0034707; GO:0045211
Q24352	PGA_scaffold242707__1_contigs__length_2293:32-1756	GO:0004890; GO:0005261; GO:0005886; GO:0006811; GO:0015276; GO:0016021; GO:0016933; GO:0022851; GO:0030054; GO:0034707; GO:0045211
Q24547	PGA_scaffold6__104_contigs__length_61759565:52267833-52277274	GO:0000149; GO:0000281; GO:0005484; GO:0005765; GO:0005886; GO:0006886; GO:0006906; GO:0007269; GO:0007274; GO:0007317; GO:0007349; GO:0007482; GO:0008021; GO:0016021; GO:0016081; GO:0016192; GO:0017157; GO:0030054; GO:0030672; GO:0031201; GO:0031629; GO:0043195; GO:0048278
Q24563	PGA_scaffold12__71_contigs__length_50438331:25491582-25492827	GO:0001306; GO:0001588; GO:0004935; GO:0004952; GO:0005886; GO:0005887; GO:0007186; GO:0007191; GO:0007212; GO:0007267; GO:0008226; GO:0008227; GO:0016021; GO:0030285; GO:0042321; GO:0071880; GO:0099509; GO:1903223; GO:1903351; GO:1990834
Q24564	PGA_scaffold6__104_contigs__length_61759565:30780683-30781251	GO:0001558; GO:0001745; GO:0001751; GO:0001934; GO:0003779; GO:0005737; GO:0005856; GO:0005886; GO:0005912; GO:0005938; GO:0006351; GO:0006355; GO:0006897; GO:0007050; GO:0007112; GO:0007267; GO:0007283; GO:0007291; GO:0008092; GO:0008101; GO:0008285; GO:0009798; GO:0009966; GO:0016006; GO:0016020; GO:0016324; GO:0019094; GO:0032456; GO:0035329; GO:0035330; GO:0036375; GO:0042048; GO:0042127; GO:0042327; GO:0042802; GO:0042981; GO:0045595; GO:0046621; GO:0046669; GO:0051307; GO:0060253; GO:0072659
Q24732	PGA_scaffold12__71_contigs__length_50438331:34087549-34088347	GO:0003677; GO:0005634; GO:0006351; GO:0006355; GO:0007601; GO:0046872; GO:0050896
Q24799	PGA_scaffold3__111_contigs__length_57743597:17415440-17417157	
Q24799	PGA_scaffold3__111_contigs__length_57743597:9958669-9963292	
Q24JK4	PGA_scaffold6__104_contigs__length_61759565:6488003-6497592	GO:0005634; GO:0006266; GO:0006303; GO:0010385; GO:0080111; GO:1901969; GO:1901972
Q24K15	PGA_scaffold12760__1_contigs__length_5352:555-3800	GO:0001525; GO:0005576; GO:0030971
Q24K15	PGA_scaffold309033__1_contigs__length_1653:21-783	GO:0001525; GO:0005576; GO:0030971
Q24K15	PGA_scaffold309045__1_contigs__length_1653:870-1632	GO:0001525; GO:0005576; GO:0030971
Q24UI6	PGA_scaffold1837__1_contigs__length_1767:507-1751	GO:0003743; GO:0003924; GO:0005525; GO:0005737
Q24UI6	PGA_scaffold4__129_contigs__length_65288255:8758062-8758727	GO:0003743; GO:0003924; GO:0005525; GO:0005737
Q25060	PGA_scaffold12__71_contigs__length_50438331:34878462-34878828	GO:0005576; GO:0007218
Q25060	PGA_scaffold12__71_contigs__length_50438331:34878992-34879663	GO:0005576; GO:0007218
Q25060	PGA_scaffold27377__1_contigs__length_1207:102-416	GO:0005576; GO:0007218
Q25060	PGA_scaffold27377__1_contigs__length_1207:451-835	GO:0005576; GO:0007218
Q25060	PGA_scaffold62918__1_contigs__length_1646:52-1302	GO:0005576; GO:0007218
Q25060	PGA_scaffold6__104_contigs__length_61759565:20767935-20768541	GO:0005576; GO:0007218
Q25060	PGA_scaffold6__104_contigs__length_61759565:20768074-20768702	GO:0005576; GO:0007218
Q25379	PGA_scaffold30004__1_contigs__length_4020:1-250	GO:0005524; GO:0005737; GO:0005856
Q25434	PGA_scaffold138761__1_contigs__length_19425:17409-17838	GO:0005576
Q25434	PGA_scaffold138762__1_contigs__length_19398:17382-17871	GO:0005576
Q25434	PGA_scaffold138763__1_contigs__length_19425:1587-2016	GO:0005576
Q25434	PGA_scaffold138764__1_contigs__length_19398:1527-2016	GO:0005576
Q25434	PGA_scaffold141152__1_contigs__length_1633:1251-1574	GO:0005576
Q25434	PGA_scaffold141153__1_contigs__length_1399:26-388	GO:0005576
Q25434	PGA_scaffold141155__1_contigs__length_1633:59-382	GO:0005576
Q25434	PGA_scaffold141156__1_contigs__length_1399:1011-1373	GO:0005576
Q25434	PGA_scaffold149966__1_contigs__length_1633:1251-1574	GO:0005576
Q25434	PGA_scaffold149967__1_contigs__length_1399:26-388	GO:0005576
Q25434	PGA_scaffold149970__1_contigs__length_1633:59-382	GO:0005576
Q25434	PGA_scaffold149971__1_contigs__length_1399:1011-1373	GO:0005576
Q25434	PGA_scaffold150813__1_contigs__length_1384:656-1123	GO:0005576
Q25434	PGA_scaffold154026__1_contigs__length_2486:1068-2017	GO:0005576
Q25434	PGA_scaffold154027__1_contigs__length_2559:1525-1976	GO:0005576
Q25434	PGA_scaffold154032__1_contigs__length_2486:469-1418	GO:0005576
Q25434	PGA_scaffold154033__1_contigs__length_2559:583-1034	GO:0005576
Q25434	PGA_scaffold154795__1_contigs__length_1384:656-1123	GO:0005576
Q25434	PGA_scaffold30159__1_contigs__length_6964:1636-5211	GO:0005576
Q25434	PGA_scaffold43800__1_contigs__length_9700:7848-8822	GO:0005576
Q25434	PGA_scaffold4__129_contigs__length_65288255:20480116-20480392	GO:0005576
Q25434	PGA_scaffold4__129_contigs__length_65288255:685847-686114	GO:0005576
Q25434	PGA_scaffold58677__1_contigs__length_3586:2013-3036	GO:0005576
Q25434	PGA_scaffold68312__1_contigs__length_3887:1390-2989	GO:0005576
Q25434	PGA_scaffold68715__1_contigs__length_3321:0-990	GO:0005576
Q25434	PGA_scaffold68715__1_contigs__length_3321:183-1196	GO:0005576
Q25434	PGA_scaffold6__104_contigs__length_61759565:22391110-22391775	GO:0005576
Q25434	PGA_scaffold989__1_contigs__length_1195:9-1168	GO:0005576
Q25460	PGA_scaffold18__69_contigs__length_27737463:9966322-9967478	GO:0005576
Q25460	PGA_scaffold22875__1_contigs__length_5543:2716-3109	GO:0005576
Q25460	PGA_scaffold2436__1_contigs__length_1383:83-1383	GO:0005576
Q25460	PGA_scaffold43418__1_contigs__length_4086:982-4076	GO:0005576
Q25460	PGA_scaffold68939__1_contigs__length_20900:5350-19957	GO:0005576
Q25460	PGA_scaffold766__1_contigs__length_8609:2146-3855	GO:0005576
Q25461	PGA_scaffold12__71_contigs__length_50438331:42907541-42909535	GO:0007218
Q26614	PGA_scaffold125695__1_contigs__length_7987:2274-7189	GO:0004714; GO:0005524; GO:0016021
Q26614	PGA_scaffold125696__1_contigs__length_3396:940-2601	GO:0004714; GO:0005524; GO:0016021
Q26614	PGA_scaffold125698__1_contigs__length_7987:798-5713	GO:0004714; GO:0005524; GO:0016021
Q26614	PGA_scaffold125699__1_contigs__length_3396:795-2456	GO:0004714; GO:0005524; GO:0016021
Q26614	PGA_scaffold135253__1_contigs__length_7987:798-5713	GO:0004714; GO:0005524; GO:0016021
Q26614	PGA_scaffold135254__1_contigs__length_3396:795-2456	GO:0004714; GO:0005524; GO:0016021
Q26614	PGA_scaffold135256__1_contigs__length_7987:2274-7189	GO:0004714; GO:0005524; GO:0016021
Q26614	PGA_scaffold135257__1_contigs__length_3396:940-2601	GO:0004714; GO:0005524; GO:0016021
Q26636	PGA_scaffold18__69_contigs__length_27737463:17197383-17199889	GO:0005764; GO:0007275; GO:0008234; GO:0030154
Q26636	PGA_scaffold31786__1_contigs__length_10802:789-6824	GO:0005764; GO:0007275; GO:0008234; GO:0030154
Q26636	PGA_scaffold60499__1_contigs__length_14903:3566-10892	GO:0005764; GO:0007275; GO:0008234; GO:0030154
Q26636	PGA_scaffold70846__1_contigs__length_4567:2121-4147	GO:0005764; GO:0007275; GO:0008234; GO:0030154
Q27218	PGA_scaffold3__111_contigs__length_57743597:26350480-26367660	GO:0016021; GO:0022848; GO:0030054; GO:0040012; GO:0043005; GO:0043025; GO:0045211; GO:0046662; GO:0098662
Q27245	PGA_scaffold289060__1_contigs__length_4900:3648-3879	GO:0004177; GO:0005737; GO:0008235; GO:0030145
Q27245	PGA_scaffold289062__1_contigs__length_4917:3665-3896	GO:0004177; GO:0005737; GO:0008235; GO:0030145
Q27245	PGA_scaffold289068__1_contigs__length_4900:1021-1252	GO:0004177; GO:0005737; GO:0008235; GO:0030145
Q27245	PGA_scaffold289069__1_contigs__length_4917:1021-1252	GO:0004177; GO:0005737; GO:0008235; GO:0030145
Q27274	PGA_scaffold3__111_contigs__length_57743597:1970662-1982086	GO:0003723; GO:0005737; GO:0030529; GO:0046872
Q27409	PGA_scaffold101998__1_contigs__length_2418:1703-2229	GO:0005576
Q27409	PGA_scaffold102000__1_contigs__length_2418:189-715	GO:0005576
Q27409	PGA_scaffold113709__1_contigs__length_2418:1703-2229	GO:0005576
Q27409	PGA_scaffold113711__1_contigs__length_2418:189-715	GO:0005576
Q27409	PGA_scaffold12__71_contigs__length_50438331:31490303-31492141	GO:0005576
Q27409	PGA_scaffold12__71_contigs__length_50438331:8336516-8347235	GO:0005576
Q27409	PGA_scaffold18__69_contigs__length_27737463:8069699-8111755	GO:0005576
Q27409	PGA_scaffold18__69_contigs__length_27737463:8400218-8442164	GO:0005576
Q27409	PGA_scaffold214248__1_contigs__length_1194:20-767	GO:0005576
Q27409	PGA_scaffold214249__1_contigs__length_1194:427-1174	GO:0005576
Q27409	PGA_scaffold215452__1_contigs__length_1195:277-768	GO:0005576
Q27409	PGA_scaffold215453__1_contigs__length_1195:427-918	GO:0005576
Q27409	PGA_scaffold221460__1_contigs__length_1122:156-972	GO:0005576
Q27409	PGA_scaffold221460__1_contigs__length_1122:36-1064	GO:0005576
Q27409	PGA_scaffold221461__1_contigs__length_1122:150-966	GO:0005576
Q27409	PGA_scaffold221461__1_contigs__length_1122:58-1086	GO:0005576
Q27409	PGA_scaffold224743__1_contigs__length_1013:183-843	GO:0005576
Q27409	PGA_scaffold224744__1_contigs__length_1013:170-810	GO:0005576
Q27409	PGA_scaffold227980__1_contigs__length_1013:183-843	GO:0005576
Q27409	PGA_scaffold227981__1_contigs__length_1013:170-810	GO:0005576
Q27409	PGA_scaffold290196__1_contigs__length_1905:1226-1842	GO:0005576
Q27409	PGA_scaffold290197__1_contigs__length_1905:63-679	GO:0005576
Q27409	PGA_scaffold31397__1_contigs__length_19518:1281-1597	GO:0005576
Q27409	PGA_scaffold36881__1_contigs__length_1764:114-1763	GO:0005576
Q27409	PGA_scaffold3__111_contigs__length_57743597:12166628-12203850	GO:0005576
Q27409	PGA_scaffold3__111_contigs__length_57743597:32157594-32160029	GO:0005576
Q27409	PGA_scaffold3__111_contigs__length_57743597:32157766-32162017	GO:0005576
Q27409	PGA_scaffold3__111_contigs__length_57743597:39894654-39895107	GO:0005576
Q27409	PGA_scaffold41866__1_contigs__length_1385:204-1355	GO:0005576
Q27409	PGA_scaffold4__129_contigs__length_65288255:56342666-56342987	GO:0005576
Q27409	PGA_scaffold4__129_contigs__length_65288255:62985503-62986390	GO:0005576
Q27409	PGA_scaffold54720__1_contigs__length_14194:954-1463	GO:0005576
Q27409	PGA_scaffold59397__1_contigs__length_7611:2015-2420	GO:0005576
Q27409	PGA_scaffold62061__1_contigs__length_18569:633-18502	GO:0005576
Q27409	PGA_scaffold67492__1_contigs__length_32377:23517-25811	GO:0005576
Q27409	PGA_scaffold6__104_contigs__length_61759565:617091-618316	GO:0005576
Q27409	PGA_scaffold6__104_contigs__length_61759565:9921350-9922202	GO:0005576
Q27409	PGA_scaffold70455__1_contigs__length_1867:710-1858	GO:0005576
Q27409	PGA_scaffold71063__1_contigs__length_11667:4952-5330	GO:0005576
Q27409	PGA_scaffold92935__1_contigs__length_1122:156-972	GO:0005576
Q27409	PGA_scaffold92935__1_contigs__length_1122:36-1064	GO:0005576
Q27409	PGA_scaffold92936__1_contigs__length_1122:150-966	GO:0005576
Q27409	PGA_scaffold92936__1_contigs__length_1122:58-1086	GO:0005576
Q27515	PGA_scaffold37980__1_contigs__length_4511:222-2337	GO:0004497; GO:0005506; GO:0016705; GO:0020037
Q27515	PGA_scaffold41505__1_contigs__length_4459:2173-4240	GO:0004497; GO:0005506; GO:0016705; GO:0020037
Q27640	PGA_scaffold10173__1_contigs__length_20658:933-10190	GO:0004029; GO:0006068
Q27640	PGA_scaffold304221__1_contigs__length_5880:2987-4229	GO:0004029; GO:0006068
Q27640	PGA_scaffold304226__1_contigs__length_6241:2987-4229	GO:0004029; GO:0006068
Q27640	PGA_scaffold304243__1_contigs__length_5880:1651-2893	GO:0004029; GO:0006068
Q27640	PGA_scaffold304248__1_contigs__length_6241:2012-3254	GO:0004029; GO:0006068
Q27640	PGA_scaffold46078__1_contigs__length_20551:10233-19608	GO:0004029; GO:0006068
Q27640	PGA_scaffold6__104_contigs__length_61759565:46380999-46398280	GO:0004029; GO:0006068
Q27712	PGA_scaffold212830__1_contigs__length_7819:2042-2471	GO:0005506; GO:0005789; GO:0020037; GO:0031090; GO:0070330
Q27712	PGA_scaffold212831__1_contigs__length_7819:5348-5777	GO:0005506; GO:0005789; GO:0020037; GO:0031090; GO:0070330
Q27712	PGA_scaffold218762__1_contigs__length_7819:2042-2471	GO:0005506; GO:0005789; GO:0020037; GO:0031090; GO:0070330
Q27712	PGA_scaffold218763__1_contigs__length_7819:5348-5777	GO:0005506; GO:0005789; GO:0020037; GO:0031090; GO:0070330
Q27802	PGA_scaffold178707__1_contigs__length_2271:2006-2195	GO:0003777; GO:0005524; GO:0005737; GO:0005874; GO:0005886; GO:0005929; GO:0007018; GO:0007275; GO:0016887; GO:0030030; GO:0030286
Q27802	PGA_scaffold178710__1_contigs__length_2271:76-265	GO:0003777; GO:0005524; GO:0005737; GO:0005874; GO:0005886; GO:0005929; GO:0007018; GO:0007275; GO:0016887; GO:0030030; GO:0030286
Q27802	PGA_scaffold200435__1_contigs__length_2271:76-265	GO:0003777; GO:0005524; GO:0005737; GO:0005874; GO:0005886; GO:0005929; GO:0007018; GO:0007275; GO:0016887; GO:0030030; GO:0030286
Q27802	PGA_scaffold200438__1_contigs__length_2271:2006-2195	GO:0003777; GO:0005524; GO:0005737; GO:0005874; GO:0005886; GO:0005929; GO:0007018; GO:0007275; GO:0016887; GO:0030030; GO:0030286
Q27802	PGA_scaffold4__129_contigs__length_65288255:6530289-6534678	GO:0003777; GO:0005524; GO:0005737; GO:0005874; GO:0005886; GO:0005929; GO:0007018; GO:0007275; GO:0016887; GO:0030030; GO:0030286
Q27802	PGA_scaffold4__129_contigs__length_65288255:6542523-6542778	GO:0003777; GO:0005524; GO:0005737; GO:0005874; GO:0005886; GO:0005929; GO:0007018; GO:0007275; GO:0016887; GO:0030030; GO:0030286
Q27802	PGA_scaffold4__129_contigs__length_65288255:6551952-6552222	GO:0003777; GO:0005524; GO:0005737; GO:0005874; GO:0005886; GO:0005929; GO:0007018; GO:0007275; GO:0016887; GO:0030030; GO:0030286
Q27802	PGA_scaffold4__129_contigs__length_65288255:6564132-6565833	GO:0003777; GO:0005524; GO:0005737; GO:0005874; GO:0005886; GO:0005929; GO:0007018; GO:0007275; GO:0016887; GO:0030030; GO:0030286
Q27802	PGA_scaffold4__129_contigs__length_65288255:6575466-6576945	GO:0003777; GO:0005524; GO:0005737; GO:0005874; GO:0005886; GO:0005929; GO:0007018; GO:0007275; GO:0016887; GO:0030030; GO:0030286
Q27802	PGA_scaffold4__129_contigs__length_65288255:6585993-6586457	GO:0003777; GO:0005524; GO:0005737; GO:0005874; GO:0005886; GO:0005929; GO:0007018; GO:0007275; GO:0016887; GO:0030030; GO:0030286
Q27850	PGA_scaffold4__129_contigs__length_65288255:20795202-20795730	GO:0003677; GO:0005634; GO:0006352
Q27960	PGA_scaffold138725__1_contigs__length_1013:233-1010	GO:0005436; GO:0005737; GO:0005903; GO:0006817; GO:0015321; GO:0016021; GO:0016324; GO:0030643; GO:0031402; GO:0031982; GO:0042301
Q27960	PGA_scaffold138726__1_contigs__length_1013:3-780	GO:0005436; GO:0005737; GO:0005903; GO:0006817; GO:0015321; GO:0016021; GO:0016324; GO:0030643; GO:0031402; GO:0031982; GO:0042301
Q27960	PGA_scaffold172688__1_contigs__length_1013:233-1010	GO:0005436; GO:0005737; GO:0005903; GO:0006817; GO:0015321; GO:0016021; GO:0016324; GO:0030643; GO:0031402; GO:0031982; GO:0042301
Q27960	PGA_scaffold172689__1_contigs__length_1013:3-780	GO:0005436; GO:0005737; GO:0005903; GO:0006817; GO:0015321; GO:0016021; GO:0016324; GO:0030643; GO:0031402; GO:0031982; GO:0042301
Q27960	PGA_scaffold61298__1_contigs__length_7168:911-2663	GO:0005436; GO:0005737; GO:0005903; GO:0006817; GO:0015321; GO:0016021; GO:0016324; GO:0030643; GO:0031402; GO:0031982; GO:0042301
Q27J81	PGA_scaffold4__129_contigs__length_65288255:36266769-36273248	GO:0003779; GO:0017048; GO:0030036; GO:0048471; GO:0090140
Q27J81	PGA_scaffold72601__1_contigs__length_13958:6667-7867	GO:0003779; GO:0017048; GO:0030036; GO:0048471; GO:0090140
Q28042	PGA_scaffold102294__1_contigs__length_4271:0-3387	GO:0004568; GO:0005576; GO:0005737; GO:0005975; GO:0006032; GO:0007338; GO:0008061; GO:0030133
Q28042	PGA_scaffold102296__1_contigs__length_4260:0-3322	GO:0004568; GO:0005576; GO:0005737; GO:0005975; GO:0006032; GO:0007338; GO:0008061; GO:0030133
Q28042	PGA_scaffold102298__1_contigs__length_4271:884-4271	GO:0004568; GO:0005576; GO:0005737; GO:0005975; GO:0006032; GO:0007338; GO:0008061; GO:0030133
Q28042	PGA_scaffold102300__1_contigs__length_4260:938-4260	GO:0004568; GO:0005576; GO:0005737; GO:0005975; GO:0006032; GO:0007338; GO:0008061; GO:0030133
Q28042	PGA_scaffold118878__1_contigs__length_4271:884-4271	GO:0004568; GO:0005576; GO:0005737; GO:0005975; GO:0006032; GO:0007338; GO:0008061; GO:0030133
Q28042	PGA_scaffold118880__1_contigs__length_4260:938-4260	GO:0004568; GO:0005576; GO:0005737; GO:0005975; GO:0006032; GO:0007338; GO:0008061; GO:0030133
Q28042	PGA_scaffold118882__1_contigs__length_4271:0-3387	GO:0004568; GO:0005576; GO:0005737; GO:0005975; GO:0006032; GO:0007338; GO:0008061; GO:0030133
Q28042	PGA_scaffold118884__1_contigs__length_4260:0-3322	GO:0004568; GO:0005576; GO:0005737; GO:0005975; GO:0006032; GO:0007338; GO:0008061; GO:0030133
Q28062	PGA_scaffold28450__1_contigs__length_20381:653-18424	GO:0001501; GO:0005201; GO:0005540; GO:0005578; GO:0007155; GO:0007417; GO:0030246
Q28066	PGA_scaffold110020__1_contigs__length_1668:659-908	GO:0005576; GO:0006958; GO:0045087
Q28066	PGA_scaffold110023__1_contigs__length_1668:760-1009	GO:0005576; GO:0006958; GO:0045087
Q28066	PGA_scaffold119351__1_contigs__length_1668:659-908	GO:0005576; GO:0006958; GO:0045087
Q28066	PGA_scaffold119354__1_contigs__length_1668:760-1009	GO:0005576; GO:0006958; GO:0045087
Q28066	PGA_scaffold18__69_contigs__length_27737463:16193095-16198943	GO:0005576; GO:0006958; GO:0045087
Q28107	PGA_scaffold258907__1_contigs__length_3338:276-567	GO:0005507; GO:0005576; GO:0007596
Q28107	PGA_scaffold258908__1_contigs__length_3338:2771-3062	GO:0005507; GO:0005576; GO:0007596
Q28107	PGA_scaffold261223__1_contigs__length_3338:2771-3062	GO:0005507; GO:0005576; GO:0007596
Q28107	PGA_scaffold261224__1_contigs__length_3338:276-567	GO:0005507; GO:0005576; GO:0007596
Q28107	PGA_scaffold276506__1_contigs__length_23374:257-617	GO:0005507; GO:0005576; GO:0007596
Q28107	PGA_scaffold276507__1_contigs__length_23374:22757-23117	GO:0005507; GO:0005576; GO:0007596
Q28107	PGA_scaffold278648__1_contigs__length_23374:257-617	GO:0005507; GO:0005576; GO:0007596
Q28107	PGA_scaffold278649__1_contigs__length_23374:22757-23117	GO:0005507; GO:0005576; GO:0007596
Q28107	PGA_scaffold3__111_contigs__length_57743597:1779589-1779847	GO:0005507; GO:0005576; GO:0007596
Q28107	PGA_scaffold3__111_contigs__length_57743597:1779637-1779901	GO:0005507; GO:0005576; GO:0007596
Q28107	PGA_scaffold48953__1_contigs__length_4483:15-1681	GO:0005507; GO:0005576; GO:0007596
Q28107	PGA_scaffold62198__1_contigs__length_38255:4682-6455	GO:0005507; GO:0005576; GO:0007596
Q28107	PGA_scaffold71565__1_contigs__length_27972:22731-23661	GO:0005507; GO:0005576; GO:0007596
Q28107	PGA_scaffold74542__1_contigs__length_1003:10-614	GO:0005507; GO:0005576; GO:0007596
Q28107	PGA_scaffold74543__1_contigs__length_1003:389-993	GO:0005507; GO:0005576; GO:0007596
Q28178	PGA_scaffold68108__1_contigs__length_11156:3069-9208	GO:0005509; GO:0005615; GO:0005783; GO:0006954; GO:0006986; GO:0007155; GO:0008201; GO:0016525; GO:0016529; GO:0034976; GO:0048266; GO:0050840
